accession_code,go_id,category
P0C0V0,GO:0006457,P
P0C0V0,GO:0006515,P
P0C0V0,GO:0006508,P
P0C0V0,GO:0009408,P
P0C0V0,GO:0006979,P
P0C0V0,GO:0009266,P
P32527,GO:0005737,C
P32527,GO:0005730,C
P32527,GO:0101031,C
P32527,GO:0005840,C
P32527,GO:0043022,F
P32527,GO:0003713,F
P32527,GO:0051083,P
P32527,GO:0035556,P
P32527,GO:0006450,P
P32527,GO:0000054,P
P32527,GO:0006364,P
P32527,GO:0006452,P
P40763,GO:0000785,C
P40763,GO:0005737,C
P40763,GO:0005829,C
P40763,GO:0005654,C
P40763,GO:0005634,C
P40763,GO:0090575,C
P40763,GO:0005667,C
P40763,GO:0031490,F
P40763,GO:0001228,F
P40763,GO:0003700,F
P40763,GO:0000981,F
P40763,GO:0140297,F
P40763,GO:0042802,F
P40763,GO:0106222,F
P40763,GO:0004879,F
P40763,GO:0070878,F
P40763,GO:0042803,F
P40763,GO:0019903,F
P40763,GO:0003723,F
P40763,GO:0000978,F
P40763,GO:0061629,F
P40763,GO:0140610,F
P40763,GO:0035591,F
P40763,GO:0005102,F
P40763,GO:0000976,F
P40763,GO:0030154,P
P40763,GO:0007259,P
P40763,GO:0097696,P
P40763,GO:0032870,P
P40763,GO:0044320,P
P40763,GO:0060396,P
P40763,GO:0060397,P
P40763,GO:0140105,P
P40763,GO:0038154,P
P40763,GO:0035723,P
P40763,GO:0038110,P
P40763,GO:0038155,P
P40763,GO:0070102,P
P40763,GO:0038113,P
P40763,GO:0030522,P
P40763,GO:0033210,P
P40763,GO:0010507,P
P40763,GO:0010629,P
P40763,GO:0106015,P
P40763,GO:2000635,P
P40763,GO:0000122,P
P40763,GO:0007399,P
P40763,GO:0043491,P
P40763,GO:0030335,P
P40763,GO:1900017,P
P40763,GO:0045893,P
P40763,GO:0045648,P
P40763,GO:0010628,P
P40763,GO:0032731,P
P40763,GO:0032733,P
P40763,GO:0032757,P
P40763,GO:1904685,P
P40763,GO:1902895,P
P40763,GO:0050766,P
P40763,GO:0045944,P
P40763,GO:0032760,P
P40763,GO:0010575,P
P40763,GO:0006606,P
P40763,GO:0051726,P
P40763,GO:0006355,P
P40763,GO:0032355,P
P40763,GO:0044321,P
P40763,GO:0007165,P
P40763,GO:0072538,P
P40763,GO:0007179,P
O96033,GO:0005829,C
O96033,GO:1990140,C
O96033,GO:0006777,P
A1B198,GO:0036361,F
A1B198,GO:0016855,F
A1B198,GO:0006579,P
P04156,GO:0009986,C
P04156,GO:0005737,C
P04156,GO:0005829,C
P04156,GO:0030425,C
P04156,GO:0019898,C
P04156,GO:0016234,C
P04156,GO:0043231,C
P04156,GO:0045121,C
P04156,GO:0031965,C
P04156,GO:0005886,C
P04156,GO:0098794,C
P04156,GO:0001540,F
P04156,GO:0005507,F
P04156,GO:1903136,F
P04156,GO:0042802,F
P04156,GO:0008017,F
P04156,GO:0060090,F
P04156,GO:0140693,F
P04156,GO:0044877,F
P04156,GO:0015631,F
P04156,GO:1904646,P
P04156,GO:0071280,P
P04156,GO:0097062,P
P04156,GO:0035556,P
P04156,GO:0007616,P
P04156,GO:0010955,P
P04156,GO:0050850,P
P04156,GO:1900451,P
P04156,GO:0043525,P
P04156,GO:0031648,P
P32790,GO:0030479,C
P32790,GO:1990964,C
P32790,GO:0005938,C
P32790,GO:0005737,C
P32790,GO:0005634,C
P32790,GO:0140224,C
P32790,GO:0140312,F
P32790,GO:0042802,F
P32790,GO:0043130,F
P32790,GO:0000147,P
P32790,GO:0071555,P
P32790,GO:0006897,P
P32790,GO:0034316,P
P32790,GO:0034315,P
P01317,GO:0005615,C
P01317,GO:0042802,F
P01317,GO:0005158,F
P01317,GO:0035938,P
P01317,GO:0007631,P
P01317,GO:0044381,P
P01317,GO:0043066,P
P01317,GO:0032099,P
P01317,GO:1903488,P
P01317,GO:0050995,P
P01317,GO:1903524,P
P01317,GO:1903431,P
P01317,GO:0010628,P
P01317,GO:0032024,P
P01317,GO:1903489,P
P01317,GO:0033601,P
P01317,GO:0090277,P
P01317,GO:0051897,P
P01317,GO:0050714,P
P01317,GO:0035025,P
P01317,GO:0009306,P
P01317,GO:1903544,P
P01317,GO:0032094,P
P01317,GO:0009749,P
P01317,GO:0060416,P
P01317,GO:0009408,P
P01317,GO:1903576,P
P01317,GO:0031667,P
P16435,GO:0005789,C
P16435,GO:0043231,C
P16435,GO:0003958,F
P16435,GO:0022900,P
P16435,GO:0090346,P
P16435,GO:0032770,P
P16435,GO:0006805,P
O13877,GO:0005736,C
O13877,GO:0005665,C
O13877,GO:0016591,C
O13877,GO:0005666,C
O13877,GO:0006360,P
O13877,GO:0006366,P
O13877,GO:0006383,P
O13877,GO:0006362,P
O13877,GO:0006367,P
Q9BYF1,GO:0016324,C
Q9BYF1,GO:0031526,C
Q9BYF1,GO:0009986,C
Q9BYF1,GO:0030666,C
Q9BYF1,GO:0005788,C
Q9BYF1,GO:0005576,C
Q9BYF1,GO:0005615,C
Q9BYF1,GO:0045121,C
Q9BYF1,GO:0005886,C
Q9BYF1,GO:0004180,F
Q9BYF1,GO:0004175,F
Q9BYF1,GO:0042802,F
Q9BYF1,GO:0008237,F
Q9BYF1,GO:0008241,F
Q9BYF1,GO:0001618,F
Q9BYF1,GO:0008270,F
Q9BYF1,GO:0002003,P
Q9BYF1,GO:0003051,P
Q9BYF1,GO:0097746,P
Q9BYF1,GO:0098670,P
Q9BYF1,GO:0051957,P
Q9BYF1,GO:1903598,P
Q9BYF1,GO:1905737,P
Q9BYF1,GO:2000379,P
Q9BYF1,GO:0046813,P
Q9BYF1,GO:1903779,P
Q9BYF1,GO:0042127,P
Q9BYF1,GO:0001817,P
Q9BYF1,GO:0050727,P
Q9BYF1,GO:0003081,P
Q9BYF1,GO:0022898,P
Q9BYF1,GO:0019229,P
Q9BYF1,GO:0046718,P
P52987,GO:0009986,C
P52987,GO:2001065,F
P03971,GO:0005576,C
P03971,GO:0005615,C
P03971,GO:0005179,F
P03971,GO:0005102,F
P03971,GO:0005114,F
P03971,GO:1990262,P
P03971,GO:0007267,P
P03971,GO:0001880,P
P03971,GO:0010628,P
P03971,GO:0060391,P
P03971,GO:0007530,P
P03971,GO:0007548,P
P68767,GO:0004177,F
P68767,GO:0003677,F
P68767,GO:0001073,F
P68767,GO:0006351,P
P68767,GO:0043171,P
P68767,GO:0006276,P
P68767,GO:0042150,P
O15393,GO:0005576,C
O15393,GO:0005654,C
O15393,GO:0005886,C
O15393,GO:0004252,F
O15393,GO:0008236,F
O15393,GO:0046598,P
O15393,GO:0016540,P
O15393,GO:0006508,P
O15393,GO:0060141,P
O15393,GO:0019081,P
P19544,GO:0005829,C
P19544,GO:0016607,C
P19544,GO:0005654,C
P19544,GO:0005634,C
P19544,GO:0070742,F
P19544,GO:0001228,F
P19544,GO:0010385,F
P19544,GO:0044729,F
P19544,GO:0000978,F
P19544,GO:0043565,F
P19544,GO:0000976,F
P19544,GO:0008270,F
P19544,GO:0030325,P
P19544,GO:0001658,P
P19544,GO:0071320,P
P19544,GO:0071371,P
P19544,GO:0032836,P
P19544,GO:0032835,P
P19544,GO:0007507,P
P19544,GO:0001822,P
P19544,GO:0008584,P
P19544,GO:0072207,P
P19544,GO:0072284,P
P19544,GO:0043066,P
P19544,GO:0030308,P
P19544,GO:0008285,P
P19544,GO:0045892,P
P19544,GO:0044027,P
P19544,GO:0000122,P
P19544,GO:0017148,P
P19544,GO:0043065,P
P19544,GO:0045893,P
P19544,GO:0010628,P
P19544,GO:1902895,P
P19544,GO:0045944,P
P19544,GO:0007530,P
P19544,GO:0061032,P
P19971,GO:0042803,F
P19971,GO:0009032,F
P19971,GO:0000002,P
P19971,GO:0006213,P
P19971,GO:1905333,P
P19971,GO:0031641,P
P19971,GO:0051969,P
P01563,GO:0005576,C
P01563,GO:0005615,C
P01563,GO:0005125,F
P01563,GO:0006915,P
P01563,GO:0007166,P
P01563,GO:0097696,P
P01563,GO:0007267,P
P01563,GO:0051607,P
P01563,GO:0046597,P
P01563,GO:0006954,P
P01563,GO:0045892,P
P01563,GO:0010629,P
P01563,GO:0032696,P
P01563,GO:0032714,P
P01563,GO:0045581,P
P01563,GO:2000552,P
P01563,GO:0060337,P
O75563,GO:0005829,C
O75563,GO:0005654,C
O75563,GO:0005886,C
O75563,GO:0007165,P
O75112,GO:0005856,C
O75112,GO:0030018,C
O75112,GO:0008092,F
O15054,GO:0005654,C
O15054,GO:0032452,F
O15054,GO:0071558,F
P15291,GO:0035577,C
P15291,GO:0016323,C
P15291,GO:0031526,C
P15291,GO:0030057,C
P15291,GO:0009897,C
P15291,GO:0005794,C
P15291,GO:0000139,C
P15291,GO:0000138,C
P15291,GO:0005886,C
P15291,GO:0030667,C
P15291,GO:0043014,F
P15291,GO:0003831,F
P15291,GO:0048487,F
P15291,GO:0042802,F
P15291,GO:0004461,F
P15291,GO:0030145,F
P15291,GO:0003945,F
P15291,GO:0035250,F
P15291,GO:0005989,P
P15291,GO:0006629,P
P15291,GO:0009312,P
P15291,GO:0061755,P
P15291,GO:0006487,P
P0DP23,GO:0034704,C
P0DP23,GO:1902494,C
P0DP23,GO:0005813,C
P0DP23,GO:0005737,C
P0DP23,GO:0005829,C
P0DP23,GO:0005576,C
P0DP23,GO:0005654,C
P0DP23,GO:0005886,C
P0DP23,GO:0032991,C
P0DP23,GO:0030017,C
P0DP23,GO:0005876,C
P0DP23,GO:0000922,C
P0DP23,GO:0010856,F
P0DP23,GO:0019855,F
P0DP23,GO:0005509,F
P0DP23,GO:0019901,F
P0DP23,GO:0072542,F
P0DP23,GO:0043539,F
P0DP23,GO:0031432,F
P0DP23,GO:0044325,F
P0DP23,GO:0016240,P
P0DP23,GO:0097720,P
P0DP23,GO:0035458,P
P0DP23,GO:0071346,P
P0DP23,GO:0005513,P
P0DP23,GO:0007186,P
P0DP23,GO:0060291,P
P0DP23,GO:1990456,P
P0DP23,GO:1901842,P
P0DP23,GO:0060315,P
P0DP23,GO:0140056,P
P0DP23,GO:0046427,P
P0DP23,GO:0060316,P
P0DP23,GO:0098901,P
P0DP23,GO:0055117,P
P0DP23,GO:0010881,P
P0DP23,GO:1901844,P
P0DP23,GO:0032465,P
P0DP23,GO:0002027,P
P0DP23,GO:0010880,P
P0DP23,GO:0060314,P
P0DP23,GO:0051592,P
P17931,GO:0005737,C
P17931,GO:0005829,C
P17931,GO:0005615,C
P17931,GO:0101003,C
P17931,GO:0001772,C
P17931,GO:0005743,C
P17931,GO:0005654,C
P17931,GO:0005634,C
P17931,GO:0005886,C
P17931,GO:0030667,C
P17931,GO:0030246,F
P17931,GO:0042056,F
P17931,GO:0019863,F
P17931,GO:0043236,F
P17931,GO:0140693,F
P17931,GO:0019903,F
P17931,GO:0004864,F
P17931,GO:0141069,F
P17931,GO:0030547,F
P17931,GO:0048245,P
P17931,GO:0030855,P
P17931,GO:0048246,P
P17931,GO:0002548,P
P17931,GO:0071674,P
P17931,GO:0045806,P
P17931,GO:2001237,P
P17931,GO:0051134,P
P17931,GO:0030593,P
P17931,GO:0050918,P
P17931,GO:0090280,P
P17931,GO:0071677,P
P17931,GO:1903078,P
P17931,GO:0031334,P
P17931,GO:1902041,P
P17931,GO:0070232,P
P17931,GO:0042129,P
Q9UTI7,GO:0010181,F
Q9UTI7,GO:0004633,F
Q9UTI7,GO:0004864,F
Q9UTI7,GO:0004799,F
Q9UTI7,GO:0015937,P
Q9UTI7,GO:0006231,P
P23202,GO:0005737,C
P23202,GO:0004602,F
P23202,GO:0051219,F
P23202,GO:0010621,P
P23202,GO:0032447,P
P23202,GO:0006808,P
O00399,GO:0005813,C
O00399,GO:0005829,C
P06367,GO:0005829,C
P06367,GO:0005654,C
P06367,GO:0032040,C
P06367,GO:0003729,F
P06367,GO:0000462,P
P06367,GO:0000028,P
O54288,GO:0008674,F
O54288,GO:0008675,F
P0A912,GO:0032153,C
P0A912,GO:0009279,C
P0A912,GO:0051301,P
P0A912,GO:0090529,P
P62829,GO:0005737,C
P62829,GO:0005829,C
P62829,GO:0022625,C
P62829,GO:0022626,C
P62829,GO:0005730,C
P62829,GO:0005654,C
P62829,GO:0032991,C
P62829,GO:0003735,F
P62829,GO:0001223,F
P62829,GO:1990948,F
P62829,GO:0031625,F
P62829,GO:0072717,P
P62829,GO:0070314,P
P62829,GO:0000122,P
P62829,GO:1904667,P
P62829,GO:2000059,P
P62829,GO:0008284,P
P62829,GO:0010628,P
P62829,GO:1901798,P
P62829,GO:0050821,P
P62829,GO:0032986,P
P62829,GO:1903450,P
A0A075TRK9,GO:0031012,C
A0A075TRK9,GO:0005576,C
A0A075TRK9,GO:0016491,F
A0A075TRK9,GO:0016218,F
A0A075TRK9,GO:0140723,P
B2UP57,GO:0032428,F
B2UP57,GO:0016231,F
B2UP57,GO:0052781,P
B2UP57,GO:0000272,P
P0AE85,GO:0030288,C
P0AE85,GO:0042802,F
P0AE85,GO:0051082,F
P0AE85,GO:0030162,P
P0AE85,GO:0006950,P
P63085,GO:0005737,C
P63085,GO:0005856,C
P63085,GO:0005829,C
P63085,GO:0005769,C
P63085,GO:0005925,C
P63085,GO:0005794,C
P63085,GO:0005770,C
P63085,GO:0005739,C
P63085,GO:0005654,C
P63085,GO:0005634,C
P63085,GO:0031143,C
P63085,GO:0042802,F
P63085,GO:0016301,F
P63085,GO:0004707,F
P63085,GO:0019902,F
P63085,GO:0001784,F
P63085,GO:0004672,F
P63085,GO:0004674,F
P63085,GO:0008353,F
P63085,GO:0009887,P
P63085,GO:0050853,P
P63085,GO:0060020,P
P63085,GO:0061308,P
P63085,GO:0072584,P
P63085,GO:0071356,P
P63085,GO:0019858,P
P63085,GO:0006974,P
P63085,GO:0038133,P
P63085,GO:0070371,P
P63085,GO:0060324,P
P63085,GO:0007507,P
P63085,GO:0008286,P
P63085,GO:0048009,P
P63085,GO:0060716,P
P63085,GO:0031663,P
P63085,GO:0060291,P
P63085,GO:0060425,P
P63085,GO:0033598,P
P63085,GO:0000165,P
P63085,GO:0042552,P
P63085,GO:0045596,P
P63085,GO:0014032,P
P63085,GO:0042473,P
P63085,GO:0018105,P
P63085,GO:0018107,P
P63085,GO:0030641,P
P63085,GO:0051493,P
P63085,GO:2000641,P
P63085,GO:0090170,P
P63085,GO:0030278,P
P63085,GO:0032872,P
P63085,GO:0043330,P
P63085,GO:0032496,P
P63085,GO:0035094,P
P63085,GO:0014044,P
P63085,GO:0050852,P
P63085,GO:0048538,P
P63085,GO:0030878,P
P63085,GO:0060440,P
P06850,GO:0005576,C
P06850,GO:0005615,C
P06850,GO:0005179,F
P06850,GO:0005184,F
P06850,GO:0005102,F
P06850,GO:0007268,P
P06850,GO:0007565,P
P06850,GO:0006954,P
P06850,GO:0007611,P
P06850,GO:0007567,P
P06850,GO:0051461,P
P06850,GO:0051464,P
P06850,GO:2000310,P
P06850,GO:0007165,P
P06850,GO:0001963,P
Q9D1M4,GO:0017101,C
Q9D1M4,GO:0005737,C
Q9D1M4,GO:0005634,C
Q9D1M4,GO:1990830,P
Q9D1M4,GO:0008285,P
Q9D1M4,GO:0043065,P
Q9D1M4,GO:2001235,P
Q9D1M4,GO:0043517,P
P01031,GO:0005576,C
P01031,GO:0005615,C
P01031,GO:0005579,C
P01031,GO:0008009,F
P01031,GO:0005102,F
P01031,GO:0007166,P
P01031,GO:0006935,P
P01031,GO:0007186,P
P01031,GO:0006954,P
P01031,GO:0010760,P
P01031,GO:0032722,P
P01031,GO:0010575,P
O35235,GO:0042802,F
O35235,GO:0048018,F
O35235,GO:0032813,F
O35235,GO:0009887,P
O35235,GO:0060348,P
O35235,GO:0045453,P
O35235,GO:0055074,P
O35235,GO:0019722,P
O35235,GO:1990830,P
O35235,GO:0070371,P
O35235,GO:0007254,P
O35235,GO:0048535,P
O35235,GO:0060749,P
O35235,GO:0033598,P
O35235,GO:0000122,P
O35235,GO:0001503,P
O35235,GO:0036035,P
O35235,GO:0030316,P
O35235,GO:0002158,P
O35235,GO:0038001,P
O35235,GO:0043491,P
O35235,GO:0043123,P
O35235,GO:0051466,P
O35235,GO:0051091,P
O35235,GO:0071812,P
O35235,GO:0010628,P
O35235,GO:0046330,P
O35235,GO:2001206,P
O35235,GO:0045672,P
O35235,GO:0051897,P
O35235,GO:0042327,P
O35235,GO:0045670,P
O35235,GO:0044691,P
O35235,GO:0033209,P
Q06406,GO:1990726,C
Q06406,GO:0005730,C
Q06406,GO:0005634,C
Q06406,GO:0000932,C
Q06406,GO:0005732,C
Q06406,GO:0046540,C
Q06406,GO:0005688,C
Q06406,GO:0000290,P
Q06406,GO:0030490,P
Q06406,GO:0000398,P
Q06406,GO:0006364,P
Q06406,GO:0008033,P
P0C7P0,GO:0005739,C
P0C7P0,GO:0051537,F
P0C7P0,GO:0046872,F
P0C7P0,GO:0106034,P
P15822,GO:0005829,C
P15822,GO:0005739,C
P15822,GO:0016604,C
P15822,GO:0005654,C
P15822,GO:0005634,C
P15822,GO:1990837,F
P15822,GO:0030509,P
P15822,GO:0000122,P
P15822,GO:0045944,P
P00390,GO:0005829,C
P00390,GO:0005759,C
P00390,GO:0009055,F
O53580,GO:0070566,F
O53580,GO:0016874,F
O53580,GO:0071766,P
O53580,GO:0008610,P
O53580,GO:0071769,P
P06243,GO:0005813,C
P06243,GO:0000785,C
P06243,GO:0000775,C
P06243,GO:0031431,C
P06243,GO:0005634,C
P06243,GO:0042802,F
P06243,GO:0004674,F
P06243,GO:0006270,P
P06243,GO:0000727,P
P06243,GO:0033314,P
P06243,GO:1902977,P
P06243,GO:0001100,P
P06243,GO:1905561,P
P06243,GO:0060903,P
P06243,GO:1903343,P
P06243,GO:1905263,P
P06243,GO:1905342,P
P06243,GO:1904968,P
P06243,GO:0006279,P
P06243,GO:0031503,P
P28741,GO:0005814,C
P28741,GO:0005929,C
P28741,GO:0005829,C
P28741,GO:0098978,C
P28741,GO:0016939,C
P28741,GO:0031514,C
P28741,GO:0043005,C
P28741,GO:0032391,C
P28741,GO:0098794,C
P28741,GO:0120170,F
P28741,GO:0008017,F
P28741,GO:0009952,P
P28741,GO:0098937,P
P28741,GO:0098971,P
P28741,GO:0010457,P
P28741,GO:0060271,P
P28741,GO:0003341,P
P28741,GO:0021542,P
P28741,GO:0007368,P
P28741,GO:0021904,P
P28741,GO:0009953,P
P28741,GO:0036334,P
P28741,GO:0008544,P
P28741,GO:0030900,P
P28741,GO:0007507,P
P28741,GO:0001947,P
P28741,GO:0001701,P
P28741,GO:0060122,P
P28741,GO:0043616,P
P28741,GO:0001822,P
P28741,GO:0034454,P
P28741,GO:0044458,P
P28741,GO:0061351,P
P28741,GO:0021915,P
P28741,GO:1905515,P
P28741,GO:0050679,P
P28741,GO:0010838,P
P28741,GO:0007224,P
O43704,GO:0005829,C
O43704,GO:0004062,F
O43704,GO:0008146,F
O43704,GO:0050427,P
O43704,GO:0006576,P
O43704,GO:0030855,P
O43704,GO:0006068,P
O43704,GO:0009812,P
O43704,GO:0018958,P
O43704,GO:0051923,P
O43704,GO:0042403,P
O43704,GO:0006805,P
O88470,GO:0005634,C
O88470,GO:0003677,F
O88470,GO:0001228,F
O88470,GO:0003700,F
O88470,GO:0030331,F
O88470,GO:0000978,F
O88470,GO:0048048,P
O88470,GO:0008585,P
O88470,GO:0019101,P
O88470,GO:0060014,P
O88470,GO:0045892,P
O88470,GO:0000122,P
O88470,GO:0001541,P
O88470,GO:0046881,P
O88470,GO:0033686,P
O88470,GO:0045944,P
O88470,GO:0007338,P
O88470,GO:0060065,P
P03452,GO:0005576,C
P03452,GO:0005886,C
P03452,GO:0055036,C
P03452,GO:0046761,P
O13289,GO:0009277,C
O13289,GO:0004096,F
O13289,GO:0051701,P
O13289,GO:0070301,P
O13289,GO:0009267,P
O13289,GO:0030447,P
O13289,GO:0036171,P
O13289,GO:0036170,P
O13289,GO:0042744,P
O13289,GO:0042542,P
P51881,GO:0005743,C
P51881,GO:0005757,C
P51881,GO:0005471,F
P51881,GO:0017077,F
P51881,GO:0015078,F
P51881,GO:1990845,P
P51881,GO:0030183,P
P51881,GO:1990830,P
P51881,GO:0030218,P
P51881,GO:0140021,P
P51881,GO:1990544,P
P51881,GO:1901526,P
P51881,GO:0046902,P
P0AG86,GO:0005829,C
P0AG86,GO:0070678,F
P0AG86,GO:0051082,F
P0AG86,GO:0036506,P
P0AG86,GO:0008104,P
P0AG86,GO:0006605,P
P0AG86,GO:0015031,P
P0AG86,GO:0043952,P
P34896,GO:0005829,C
P34896,GO:0005654,C
P34896,GO:0016832,F
P34896,GO:0004372,F
P34896,GO:0042802,F
P34896,GO:0048027,F
P34896,GO:0000900,F
P34896,GO:0042803,F
P34896,GO:0030170,F
P34896,GO:0070905,F
P34896,GO:0036094,F
P34896,GO:0045329,P
P34896,GO:1904482,P
P34896,GO:0046655,P
P34896,GO:0006544,P
P34896,GO:0006565,P
P34896,GO:0006563,P
P34896,GO:0017148,P
P34896,GO:0051289,P
P34896,GO:0009113,P
P34896,GO:0035999,P
P34896,GO:0046653,P
Q9Y7F0,GO:0009986,C
Q9Y7F0,GO:0005737,C
Q9Y7F0,GO:0009277,C
Q9Y7F0,GO:0030446,C
Q9Y7F0,GO:0005634,C
Q9Y7F0,GO:0030985,F
Q9Y7F0,GO:0051701,P
Q9Y7F0,GO:0070301,P
Q9Y7F0,GO:0034599,P
Q9Y7F0,GO:0030447,P
Q9Y7F0,GO:0036171,P
Q9Y7F0,GO:0036170,P
Q9Y7F0,GO:0031505,P
Q9Y7F0,GO:0042542,P
P01556,GO:1902494,C
P01556,GO:0042597,C
P01556,GO:0005534,F
P01556,GO:0046812,F
P01556,GO:0042531,P
O76927,GO:0022626,C
O76927,GO:0005840,C
O76927,GO:0043022,F
O76927,GO:0003735,F
O76927,GO:0002181,P
O76927,GO:0048542,P
O76927,GO:0042127,P
O95631,GO:0015629,C
O95631,GO:0005829,C
O95631,GO:0005576,C
O95631,GO:0005654,C
P02294,GO:0000786,C
P02294,GO:0031298,C
P02294,GO:0006325,P
B2RHG1,GO:0019867,C
B2RHG1,GO:0009418,C
B2RHG1,GO:0098609,P
O49523,GO:0005737,C
O49523,GO:0047372,F
O49523,GO:0008970,F
O49523,GO:0046340,P
O49523,GO:0019915,P
O49523,GO:0052651,P
O49523,GO:0010187,P
P63279,GO:0005737,C
P63279,GO:0005829,C
P63279,GO:0005635,C
P63279,GO:0005654,C
P63279,GO:0005634,C
P63279,GO:0016605,C
P63279,GO:0106068,C
P63279,GO:0000795,C
P63279,GO:1990234,C
P63279,GO:0019899,F
P63279,GO:0071535,F
P63279,GO:0044388,F
P63279,GO:0061656,F
P63279,GO:0019789,F
P63279,GO:0001221,F
P63279,GO:0008134,F
P63279,GO:0007084,P
P63279,GO:0045892,P
P63279,GO:0000122,P
P63279,GO:0051168,P
P63279,GO:0030335,P
P63279,GO:1903755,P
P63279,GO:0036211,P
P63279,GO:0016925,P
P63279,GO:0006511,P
O75937,GO:0005829,C
O75937,GO:0045171,C
O75937,GO:0005654,C
O75937,GO:0005634,C
O75937,GO:0030544,F
P06168,GO:0042645,C
P06168,GO:0005739,C
P06168,GO:0003690,F
P06168,GO:0004455,F
P06168,GO:0009082,P
P06168,GO:0000002,P
Q24803,GO:0008774,F
Q24803,GO:0004022,F
Q24803,GO:0005518,F
Q24803,GO:0001968,F
Q24803,GO:0043236,F
P04819,GO:0005739,C
P04819,GO:0005634,C
P04819,GO:0003910,F
P04819,GO:0006284,P
P04819,GO:0006310,P
P04819,GO:0006273,P
P04819,GO:0035753,P
P04819,GO:0000278,P
P04819,GO:0006289,P
Q9BSI4,GO:0000781,C
Q9BSI4,GO:0016604,C
Q9BSI4,GO:0000783,C
Q9BSI4,GO:0005654,C
Q9BSI4,GO:0010370,C
Q9BSI4,GO:0070187,C
Q9BSI4,GO:0042162,F
Q9BSI4,GO:0050680,P
Q9BSI4,GO:0010836,P
Q9BSI4,GO:0032211,P
Q9BSI4,GO:0070198,P
Q9BSI4,GO:1904356,P
Q9BSI4,GO:0032202,P
Q9BSI4,GO:0016233,P
A2AR95,GO:0016020,C
A2AR95,GO:0005886,C
A2AR95,GO:0001540,F
A2AR95,GO:0006898,P
A2AR95,GO:0070613,P
P02649,GO:0042627,C
P02649,GO:0034360,C
P02649,GO:0030669,C
P02649,GO:0005737,C
P02649,GO:0034365,C
P02649,GO:0005769,C
P02649,GO:0071682,C
P02649,GO:0005783,C
P02649,GO:0005788,C
P02649,GO:0070062,C
P02649,GO:0031012,C
P02649,GO:0005576,C
P02649,GO:0005615,C
P02649,GO:0098978,C
P02649,GO:0005794,C
P02649,GO:0034364,C
P02649,GO:0034363,C
P02649,GO:1990777,C
P02649,GO:0034362,C
P02649,GO:0042470,C
P02649,GO:0097487,C
P02649,GO:0005886,C
P02649,GO:0043083,C
P02649,GO:0034361,C
P02649,GO:0001540,F
P02649,GO:0016209,F
P02649,GO:0019899,F
P02649,GO:0043395,F
P02649,GO:0008201,F
P02649,GO:0042802,F
P02649,GO:0008289,F
P02649,GO:0005319,F
P02649,GO:0050750,F
P02649,GO:0046911,F
P02649,GO:0060228,F
P02649,GO:0005543,F
P02649,GO:0046983,F
P02649,GO:0042803,F
P02649,GO:0044877,F
P02649,GO:0048018,F
P02649,GO:0005102,F
P02649,GO:0005198,F
P02649,GO:0048156,F
P02649,GO:0070326,F
P02649,GO:0097113,P
P02649,GO:0042982,P
P02649,GO:0071402,P
P02649,GO:0033344,P
P02649,GO:0042632,P
P02649,GO:0008203,P
P02649,GO:0034382,P
P02649,GO:0007010,P
P02649,GO:0055089,P
P02649,GO:0007186,P
P02649,GO:0034380,P
P02649,GO:0034384,P
P02649,GO:0034375,P
P02649,GO:0071831,P
P02649,GO:0046907,P
P02649,GO:0042158,P
P02649,GO:0035641,P
P02649,GO:0015909,P
P02649,GO:0007616,P
P02649,GO:0032438,P
P02649,GO:1902430,P
P02649,GO:0030195,P
P02649,GO:0043537,P
P02649,GO:0090090,P
P02649,GO:0045541,P
P02649,GO:0010596,P
P02649,GO:0001937,P
P02649,GO:0050728,P
P02649,GO:1900272,P
P02649,GO:0043407,P
P02649,GO:0010977,P
P02649,GO:0010544,P
P02649,GO:0051248,P
P02649,GO:0050709,P
P02649,GO:0031175,P
P02649,GO:0038060,P
P02649,GO:0097114,P
P02649,GO:0033700,P
P02649,GO:0044794,P
P02649,GO:1905908,P
P02649,GO:0010875,P
P02649,GO:0090205,P
P02649,GO:1905920,P
P02649,GO:0060999,P
P02649,GO:1902952,P
P02649,GO:0045893,P
P02649,GO:0045807,P
P02649,GO:0070374,P
P02649,GO:0046889,P
P02649,GO:1903002,P
P02649,GO:0140077,P
P02649,GO:0032805,P
P02649,GO:0051044,P
P02649,GO:0010976,P
P02649,GO:0045429,P
P02649,GO:1902995,P
P02649,GO:0017038,P
P02649,GO:0006898,P
P02649,GO:1905906,P
P02649,GO:1902991,P
P02649,GO:1900221,P
P02649,GO:0030516,P
P02649,GO:2000822,P
P02649,GO:0032489,P
P02649,GO:1905890,P
P02649,GO:0090181,P
P02649,GO:0048168,P
P02649,GO:0061136,P
P02649,GO:0051246,P
P02649,GO:0043254,P
P02649,GO:0061771,P
P02649,GO:0043691,P
P02649,GO:0007271,P
P02649,GO:0006641,P
P02649,GO:0071830,P
P02649,GO:0034447,P
P02649,GO:0034372,P
P02649,GO:0019068,P
P32121,GO:0005737,C
P32121,GO:0031410,C
P32121,GO:0005829,C
P32121,GO:0030139,C
P32121,GO:0030666,C
P32121,GO:0005654,C
P32121,GO:0005634,C
P32121,GO:0005886,C
P32121,GO:0031701,F
P32121,GO:0031748,F
P32121,GO:0019899,F
P32121,GO:0001664,F
P32121,GO:0060090,F
P32121,GO:0005102,F
P32121,GO:0031625,F
